City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,edinburgh of the seven seas,-37.0676,-12.3116,14.33,85,100,8.57,SH,1717949526
83,el quebrachal,-25.2833,-64.0667,28.4,41,31,3.68,AR,1717949527
84,ilulissat,69.2167,-51.1,4.01,75,40,3.09,GL,1717949527
85,thompson,55.7435,-97.8558,12.74,33,14,1.84,CA,1717949528
86,peniche,39.3558,-9.3811,19.6,91,100,4.39,PT,1717949528
87,calvinia,-31.4707,19.776,14.41,33,5,3.51,ZA,1717949529
88,el dorado,38.7666,-120.5177,25.34,56,13,2.23,US,1717949529
89,obo,5.3998,26.4869,21.67,97,100,3.76,CF,1717949530
90,mufumbwe,-13.6833,24.8,23.31,29,33,3.31,ZM,1717949530
91,vilhena,-12.7406,-60.1458,31.02,25,0,2.08,BR,1717949531
92,quellon,-43.1167,-73.6167,11.17,87,97,5.54,CL,1717949531
93,bredasdorp,-34.5322,20.0403,11.52,87,4,2.6,ZA,1717949531
94,hawaiian paradise park,19.5933,-154.9731,21.13,88,40,0.0,US,1717949532
95,kabwe,-14.4469,28.4464,16.67,60,17,4.46,ZM,1717949533
96,badger,64.8,-147.5333,20.39,47,75,2.06,US,1717949533
97,castillos,-34.1667,-53.8333,23.72,71,99,6.32,UY,1717949534
98,alice springs,-23.7,133.8833,5.75,93,0,0.0,AU,1717949357
99,stanley,54.868,-1.6985,15.16,61,40,2.57,GB,1717949535
100,susuman,62.7833,148.1667,3.88,58,92,0.89,RU,1717949535
101,liwale,-9.7667,37.9333,20.47,69,48,1.91,TZ,1717949536
102,northam,51.0333,-4.2167,15.22,76,25,6.41,GB,1717949536
103,la paz,-16.5,-68.15,16.43,18,60,2.06,BO,1717949345
104,klyuchi,52.2667,79.1667,18.69,62,59,3.93,RU,1717949537
105,broken hill,-31.95,141.4333,11.73,55,95,2.9,AU,1717949537
106,labrador city,52.9463,-66.9114,25.66,35,99,2.28,CA,1717949377
107,hermanus,-34.4187,19.2345,14.33,72,5,3.66,ZA,1717949538
108,udachny,66.4167,112.4,16.92,34,100,3.69,RU,1717949539
109,miyako,39.6367,141.9525,15.43,95,100,2.78,JP,1717949539
110,ust-nera,64.5667,143.2,4.93,57,74,1.9,RU,1717949540
111,kayangel,8.0823,134.7173,29.05,75,99,4.92,PW,1717949540
112,khandyga,62.6667,135.6,9.54,70,87,1.68,RU,1717949530
113,vilyuchinsk,52.9306,158.4028,11.07,89,99,3.77,RU,1717949530
114,bilibino,68.0546,166.4372,5.5,64,3,1.49,RU,1717949542
115,minas de marcona,-15.2119,-75.1103,16.56,59,25,5.46,PE,1717949543
116,kalabo,-14.97,22.6814,24.0,26,5,2.7,ZM,1717949544
117,katsuura,35.1333,140.3,19.08,83,100,4.73,JP,1717949350
118,poxoreo,-15.8372,-54.3892,33.17,26,88,4.27,BR,1717949545
119,island harbour,50.724,-1.2758,18.34,61,79,1.79,GB,1717949545
120,luderitz,-26.6481,15.1594,20.45,35,24,3.89,NA,1717949546
121,tual,-5.6667,132.75,26.97,84,48,9.18,ID,1717949547
122,puerto ayora,-0.7393,-90.3518,26.98,93,44,3.19,EC,1717949547
123,itaituba,-4.2761,-55.9836,34.25,45,61,1.16,BR,1717949548
124,weno,7.4515,151.8468,26.97,94,100,0.0,FM,1717949264
125,port mathurin,-19.6833,63.4167,24.21,82,57,8.07,MU,1717949548
